AREAKEY,TRCTPOP1,MDFAMY1A,MDVALHS1A
36081115500,2114,54044,594400
36081115700,3388,66215,509800
36081115900,3991,51800,626300
36081116100,4589,43879,217400
36081116300,9104,39401,511600
36081116700,2067,57039,628400
36081117100,2743,69375,790400
36081117500,4990,72708,579600
36081118100,1840,80341,574100
36081118500,2114,60333,617500
36081118700,2521,64297,711600
36081118900,2468,66531,732700
36081119100,3273,60472,648500
36081119300,2252,86061,661100
36081119500,1349,86536,619900
36081119900,1507,48867,639900
36081120100,1668,59417,637800
36081120300,1642,68144,739500
36081120500,3024,60054,633500
36081120700,2794,90787,615100
36081121100,0,0,0
36081121500,4101,62330,538500
36081122300,3533,76027,674400
36081122701,10910,60561,397400
36081122702,6427,28125,446800
36081124100,3897,92228,588000
36081124700,3550,100236,609600
36081125700,3203,66100,553300
36081126500,1660,76298,587300
36081126700,4057,95481,580700
36081127700,3633,101696,885600
36081128300,73,0,0
36081129102,3341,114408,623500
36081129103,3566,103056,228800
36081129104,4102,105375,249500
36081130100,3791,88958,237100
36081133300,3679,129375,641900
36081133900,1302,105000,656900
36081134100,3259,81711,637100
36081134700,9572,76573,448600
36081136700,5879,72030,277100
36081137700,6606,78598,502300
36081138501,4743,78611,756100
36081138502,72,0,0
36081139900,1744,86500,673500
36081140300,2302,65833,539500
36081140901,914,49375,611700
36081140902,2603,89464,639800
36081141700,4475,90938,604300
36081142900,3624,83783,625800
36081143500,2199,92013,670400
36081144100,2926,79306,546900
36081144700,2927,60122,634500
36081145101,1360,67045,546000
36081145102,2468,80040,585800
36081145900,2772,91173,612600
36081146300,3000,67865,604200
36081146700,2736,72583,613200
36081147100,3341,76458,578400
36081147900,4241,89500,587900
36081148300,2863,138125,965900
36081150701,2930,107045,745900
36081150702,3178,101875,671500
36081152901,6401,79492,376100
36081152902,5126,88382,286700
36081155101,1806,106750,452200
36081155102,8185,96550,270400
36081156700,1790,100658,588400
36081157101,7216,76440,481600
36081157102,1996,65560,581300
36081157901,4800,100234,514700
36081157902,3836,81736,580800
36081157903,3944,97115,481300
36081161700,4297,94786,516700
36081162100,6197,77935,501300
36081990100,0,0,0
36085000300,1927,39167,345800
36085000600,2408,87071,386100
36085000700,4915,45429,168700
36085000800,5583,69583,403100
36085000900,2112,86667,463700
36085001100,3987,33056,311800
36085001700,1788,53125,466900
36085001800,731,52536,0
36085002001,2504,72313,449000
36085002002,3258,102813,462100
36085002100,4236,50938,308300
36085002700,2217,40917,434500
36085002900,5207,40500,353100
36085003300,3402,68911,437000
36085003600,2510,70547,398500
36085003900,2197,83750,279300
36085004000,12998,40741,324100
36085004700,3863,84464,453900
36085005000,3847,66304,436800
36085005900,2635,107167,585700
36085006400,3550,55938,490200
36085006700,2758,143992,547700
36085007000,8525,72177,487200
36085007400,4693,79112,452500
36085007500,3914,60880,453500
36085007700,1535,46500,357100
36085008100,4301,76842,394800
36085008900,0,0,0
36085009601,4024,65844,494800
36085009602,3461,68250,514800
36085009700,3925,86616,389100
36085010500,5153,61548,431900
36085011201,5758,71261,457700
36085011202,6428,93348,424800
36085011401,3067,56420,379400
36085011402,3450,74954,440800
36085012100,3065,111827,523400
36085012200,3813,96629,549800
36085012500,2939,62606,462000
36085012804,4259,80016,433100
36085012805,3158,67118,438100
36085012806,5955,82939,463500
36085013201,1558,88295,533600
36085013203,5433,95188,498900
36085013204,4843,85302,480900
36085013301,1633,18406,0
36085013302,3587,62688,414100
36085013400,3946,84792,487600
36085013800,6535,111250,527700
36085014100,2690,79141,355100
36085014604,6422,97500,487800
36085014605,3836,105469,523100
36085014606,6372,94267,432900
36085014607,4552,97292,471500
36085014608,3510,110574,454800
36085014700,3412,120603,518000
36085015100,5141,109189,470800
36085015400,0,0,0
36085015601,6330,93322,500800
36085015602,3320,91212,519600
36085015603,4265,86600,450300
36085016901,2970,87159,467500
36085017005,4507,110865,543200
36085017007,4968,80313,353200
36085017008,7388,106036,471000
36085017009,4299,98623,635800
36085017010,8583,97351,381500
36085017011,4549,89916,520500
36085017012,4279,110417,544400
36085017300,2523,58375,556600
36085017600,4815,97438,762800
36085017700,7001,100541,730300
36085018100,2974,117731,762700
36085018701,1807,101607,432100
36085018702,7485,85972,470400
36085018901,5333,91520,475200
36085018902,5064,88814,472600
36085019700,1867,85982,439500
36085019800,6300,119238,685400
36085020100,3572,86745,460700
36085020700,6399,52292,350500
36085020801,8977,78750,462000
36085020803,6463,91840,613200
36085020804,5323,110880,625200
36085021300,5376,67299,394000
36085022300,2880,54674,348300
36085022600,8490,82803,520900
36085022800,105,250001,586700
36085023100,4683,62864,342000
36085023900,3250,80125,386200
36085024401,5823,116875,714300
36085024402,4259,83947,506400
36085024700,2702,64732,389500
36085024800,4741,100088,550100
36085025100,5714,88859,456300
36085027301,3820,96125,376200
36085027302,3667,92786,527900
36085027702,6193,69600,277100
36085027704,4108,90632,482900
36085027705,5351,87370,503600
36085027706,2950,74563,419400
36085027900,2137,105781,642500
36085029102,2953,87531,414300
36085029103,7245,83680,518600
36085029104,6735,82639,450400
36085030301,4929,71816,365600
36085030302,6369,81844,360300
36085031901,3265,34229,344400
36085031902,4848,55556,361200
36085032300,1250,30074,203500
36085990100,0,0,0
