AREAKEY,TRCTPOP9,MDFAMY9,MDVALHS9,TRCTPOP0,MDFAMY0,MDVALHS0,TRCTPOP1,MDFAMY1A,MDVALHS1A
36047063800,1482,65600,215700,1472,70357,237200,1524,97622,524500
36047064000,1504,64818,228800,1523,69643,233800,1599,99524,527800
36047064200,2328,41250,267300,2648,48281,353600,2518,100188,762300
36047064400,2120,49879,206800,2344,56522,279500,2528,96818,594100
36047064600,1898,50995,186600,2098,62019,201200,2189,81042,545200
36047064800,1616,50613,198200,1940,73409,210200,1945,64526,487700
36047065000,1197,55126,184100,1379,59931,213200,1389,62796,430500
36047065200,1084,55462,200300,1234,76157,222800,1232,127202,596400
36047065400,1578,53378,188900,1596,82021,220800,1607,110769,576500
36047065600,1742,56657,179400,1838,63105,184700,1708,103102,451600
36047065800,1631,50285,207100,1837,71406,211400,1762,97000,546900
36047066000,1629,54922,211200,1666,80317,226400,1773,75810,477500
36047066200,1412,47708,181600,1363,52813,192200,1411,84656,482400
36047066600,7,44812,162600,7,70160,187900,0,0,0
36047067000,2257,41979,199694,2456,60137,195198,2680,66976,559200
36047067200,970,40769,179500,1332,53214,188500,1422,102986,509300
36047067400,1752,50099,185700,1904,57391,192700,1964,104250,451400
36047067600,1524,52559,185735,1747,58375,202400,1657,104583,467100
36047067800,1906,46250,202900,2628,57778,220900,2660,71131,552300
36047068000,1539,44583,173800,1770,67650,180800,1809,61607,393400
36047068200,1782,43977,188200,2248,61250,189400,2432,95433,454800
36047068600,1600,39250,220400,1487,56467,184800,1533,86759,237000
36047068800,1412,52538,190100,1620,62283,187600,1614,85278,456100
36047069000,1590,48036,183600,1742,62212,183700,1791,92889,424300
36047069200,1982,43984,180300,2382,54263,211100,2392,77375,481600
36047069601,2423,44158,224200,2879,60299,239000,3780,72799,496700
36047069602,4135,44158,224200,4914,60299,239000,5995,91045,575500
36047069800,1165,47892,196545,1226,79433,202071,1277,92933,496800
36047070000,1686,56681,237500,1748,66894,233200,1703,100495,512800
36047070201,6412,59035,370600,6502,81322,376600,6573,86994,760900
36047070202,68,32188,400000,171,72500,0,37,2499,0
36047070203,0,0,0,0,0,0,0,0,0
36047070600,2398,61755,292300,3010,76947,333900,2700,95284,651300
36047072000,1265,45882,162500,1548,43750,275000,2167,66875,622100
36047072200,2558,51718,192700,2948,55234,191600,2655,82209,459100
36047072400,2010,49550,166100,2037,49441,166000,1755,83063,445800
36047072600,2324,55985,180458,2495,65791,187018,2093,64397,413500
36047072800,3290,45513,192000,3777,50417,209400,3193,69193,288900
36047073000,1727,51175,212500,2290,69250,209700,1979,93922,457300
36047073200,2095,47244,192873,2394,64677,203209,2096,66837,437500
36047073400,1831,53711,175000,2069,59464,211700,1889,67788,439200
36047073600,2862,37917,188100,3440,48191,187400,3368,46866,437300
36047073800,2549,41025,176000,3306,50094,218400,3225,68828,590100
36047074000,2882,32888,186800,3623,42844,193400,3531,61838,539700
36047074200,2901,47898,181300,3336,52352,214900,3292,70516,490000
36047074400,2033,56168,200526,2364,75451,273531,2492,104181,598200
36047074600,1643,52910,215800,2052,57917,232500,2003,83885,579500
36047074800,1924,49083,258000,2024,65217,340700,2012,140938,641500
36047075000,2862,40488,228400,3148,55083,334200,3029,41354,709100
36047075200,1201,82765,454400,1284,76923,632400,1130,77978,758900
36047075400,1609,68766,300000,1576,97324,472200,1488,130192,860900
36047075600,1812,41328,260300,1917,70714,384100,1993,107679,585300
36047075800,1633,36378,337800,1934,64600,377300,1816,94118,762100
36047076000,2734,31339,311400,2993,41848,445900,2776,81452,665400
36047076200,4462,28715,360900,4671,33615,584400,4235,42250,620000
36047076400,3848,36183,326000,4150,30917,352300,3487,65301,752300
36047076600,1985,36667,260800,2339,38380,293300,2061,56310,604200
36047076800,3333,39751,183656,3545,40594,258206,3407,59236,506000
36047077000,2436,36250,295000,3071,44236,344700,2722,49651,338200
36047077200,3497,36473,236000,3317,55789,304900,3394,57596,877400
36047077400,2331,27292,166300,3121,36897,225000,2881,55923,782100
36047077600,3393,50279,182825,4104,50065,188916,3806,66058,277300
36047078000,2297,46304,171534,2647,60949,190975,2092,79306,425700
36047078200,4803,32482,171800,4237,31866,181700,3864,46431,434000
36047078400,2322,50697,172700,2740,56324,217500,2348,70833,464300
36047078600,2858,33836,212500,4466,34375,207800,4256,40031,199300
36047078800,2618,29500,124100,3775,26985,238200,3422,47188,427800
36047079000,5343,31262,176100,5908,35464,194700,5094,44671,536400
36047079200,4016,26662,124000,3843,28243,190400,4372,50170,478300
36047079400,1618,28698,162500,1904,32500,179700,1864,51641,341300
36047079601,5022,28515,160800,4671,30655,222900,4413,41723,326500
36047079602,6142,28515,160800,5713,30655,222900,4814,47670,299600
36047079801,5180,30226,226000,4994,31250,403500,3037,49185,840000
36047079802,4250,30226,226000,4097,31250,403500,5451,39577,634600
36047080000,3851,49076,230400,3927,48606,329100,3487,61620,855200
36047080200,5538,29413,160200,4817,36065,201500,4304,42132,581800
36047080400,3565,29468,140200,3409,36163,151400,3250,48214,585000
36047080600,2701,30280,127300,2741,36667,131300,3386,42365,469200
36047080800,1181,0,0,0,0,0,1197,13750,0
36047081000,2233,30699,145800,2380,44076,181700,2300,37708,545600
36047081400,2894,30833,178200,3144,46250,188300,2635,72720,431400
36047081600,3036,39432,144400,3011,45268,191700,2791,42434,449000
36047081800,5516,31417,167200,5253,33929,193800,4551,53452,365300
36047082000,5742,27239,109400,5392,32139,263200,5281,50750,500000
36047082200,7005,25176,123800,7463,31038,191700,7280,38397,519200
36047082400,4494,26627,149700,4448,35250,168500,4730,35057,458100
36047082600,5633,29495,145100,6051,38415,183700,5513,42996,394700
36047082800,3677,38516,192000,3985,27240,181900,3814,34205,424100
36047083000,6953,33095,153800,6563,30222,191500,5997,37685,467300
36047083200,2315,46713,151000,2493,55458,181200,2289,86731,398900
36047083400,1803,45391,170800,2088,67596,173500,1701,83654,455400
36047083600,1972,55606,189200,2300,46023,205800,1929,62319,459200
36047083800,2382,53539,178600,2550,58184,184100,2189,73438,435400
36047084000,2276,45975,172300,2448,52313,184100,2412,68563,399200
36047084600,2109,45231,161600,2151,50833,186200,1963,92882,401900
36047084800,1786,51344,176700,1806,53125,189600,1750,72500,449800
36047085000,1273,51687,163300,1434,58889,172500,1374,90301,388200
36047085200,0,0,0,0,0,0,29,0,0
36047085400,2022,55624,176200,2273,58750,178600,2052,80446,439500
36047085600,3575,29696,147200,3835,37333,176100,3608,49670,374400
36047085800,2349,38984,170400,2334,47414,193000,2434,53725,455500
36047086000,3591,30435,133100,3774,45405,179900,3426,46736,354700
36047086200,3060,28258,138700,3422,31151,188200,2996,51856,371400
36047086400,2186,41912,183800,2107,40357,185500,2231,88698,484500
36047086600,3617,31889,169600,3215,50491,181400,3149,43464,470600
36047086800,3394,35280,173500,3438,37216,168300,3156,48750,378400
36047087000,2796,32604,186200,3110,33600,191500,3204,45868,419400
36047087200,3105,45000,143100,3733,49511,197000,2868,54779,427100
36047087401,3467,32708,156300,3220,39750,177900,3142,60893,571000
36047087600,1415,43036,153800,1802,32656,170200,1742,58232,408200
36047087800,3489,35030,151600,3198,35109,226500,3006,34303,434200
36047088000,3136,36818,158000,2688,50703,174600,2863,46944,372400
36047088200,6314,29812,181000,6700,33040,181500,6740,34955,452900
36047088400,5264,21328,2242,5158,26931,224461,5236,45656,562800
36047088600,4858,26205,141700,4650,32055,178300,4427,39848,508700
36047088800,3854,24654,211900,4124,31951,193900,3923,43031,455600
36047089000,6614,22513,370000,6566,24135,0,6319,30585,593800
36047089200,4225,20017,162500,3930,24556,243800,3651,30964,586900
36047089400,2887,32708,104900,3746,35405,146900,3430,51771,374600
36047089600,3085,22476,112500,3654,31571,181300,3546,46300,469000
36047089800,1364,31042,119800,1530,46595,133800,2089,36250,430500
36047090000,4720,14851,98100,5520,20167,157500,5508,24716,402400
36047090200,4832,30393,134600,4884,21005,151200,3451,26728,346400
36047090600,4580,12340,1890,3984,12570,112804,4581,17160,516700
36047090800,4605,12699,0,3689,13495,25291,3990,19182,575000
36047091000,6158,9569,0,5642,12019,0,5610,11994,0
36047091200,9243,11122,0,7340,11577,0,6814,18874,0
36047091600,3885,18963,108800,4073,22618,148800,4325,29301,458400
36047091800,2871,16575,127900,2882,25132,135300,2804,56286,327000
36047092000,3604,22538,110200,3048,35357,127100,3154,30189,311300
36047092200,3057,42590,187500,2709,38875,225000,2691,53429,362200
36047092400,2068,22222,125071,2507,34435,138572,2656,45903,363800
36047092800,2977,40208,200700,2850,47083,182100,2656,67188,496200
36047093000,2467,46923,179200,2793,39479,171600,2547,73906,444600
36047093200,1530,37217,180429,1496,57828,192619,1142,64135,445100
36047093400,2393,45353,155500,2335,36629,171600,2401,79667,434000
36047093600,1796,50160,167600,1843,51932,195900,1628,75688,449400
36047093800,2728,41445,178600,2716,39189,182500,2374,45875,436000
36047094401,3197,46285,205323,3250,51947,212621,3202,60099,455200
36047094402,2601,20552,0,2821,19737,0,2886,17095,0
36047094600,1839,61016,188500,2061,54948,194452,1830,64410,450300
36047095000,1960,50337,180000,3182,51086,195700,2906,67151,565200
36047095400,3918,41250,218000,4742,42560,280800,4607,59583,578500
36047095600,2704,42687,189400,3966,52000,194000,4042,70492,568300
36047095800,2632,42697,154300,3343,55929,166900,3456,87837,436900
36047096000,6,25645,50656,13,33593,54792,0,0,0
36047096200,1313,30000,167500,1687,41653,215400,1717,64509,520400
36047096400,1492,38854,170500,2146,51389,191200,2361,58947,443300
36047096600,1496,34097,201800,2114,51779,188000,2164,76771,523300
36047096800,1069,34932,134900,1380,46518,202900,1471,86118,436900
36047097000,1527,32708,155000,2035,38424,213600,2105,65324,485600
36047097400,2072,50990,173300,2671,53203,200900,2724,59079,539600
36047098200,5086,15298,182862,4685,17009,3840,4305,24741,0
36047098400,1974,49028,194600,2158,56090,214600,1978,64649,559400
36047098600,2880,43869,173400,3072,53646,194600,2862,75341,532800
36047098800,2508,42440,125000,3038,47981,223100,3054,73750,436100
36047099000,1025,33409,169700,1551,46250,170300,1422,71316,455300
36047099200,1257,41818,147800,1727,69464,196900,1833,71382,453000
36047099400,1280,44274,183600,2030,52857,222400,1978,77139,453400
36047099600,2650,48958,157700,3875,48125,196400,3631,70355,502100
36047099800,2982,54134,224400,3590,58103,234000,3784,70855,556600
36047100400,1950,47500,0,2883,55972,200000,2567,65393,480700
36047100600,1900,50608,186600,2477,55652,178200,2489,94432,470600
36047100800,1517,45268,182600,2105,65428,205300,2124,57375,505200
36047101000,1639,36053,159600,2137,45625,171700,2318,61250,517100
36047101200,1647,36083,157900,2027,61161,184800,1932,55543,436900
36047101400,1874,41094,175000,2178,54271,190200,2160,64038,414700
36047101600,1187,55943,207800,1535,77142,220200,1464,80216,578500
36047101800,982,48558,206300,2057,61750,228200,1851,107644,409000
36047102000,1534,50270,188800,2052,62813,214700,1922,98403,494100
36047102200,1651,43814,163500,2131,53750,187500,2075,54650,400000
36047102400,1405,33875,171200,2022,50938,194300,2123,58546,579700
36047102600,2127,45893,180000,2762,60500,258000,2771,72952,600200
36047102800,3349,35646,165555,4032,39098,215446,1579,88365,589700
36047103400,1710,19569,162500,1798,18607,225000,3918,31007,0
36047105801,4886,22512,187500,5094,28520,193800,6928,38214,714300
36047105804,9141,22510,187500,9529,28517,193800,6426,34158,350000
36047107000,840,0,0,279,0,0,322,56638,582400
36047107800,4430,46172,162300,4428,43490,162300,3849,62689,369000
36047109800,1649,35104,210000,1304,45375,173200,1917,70882,490600
36047110400,4098,24619,148614,3973,30712,161891,4358,37219,433100
36047110600,5142,20880,0,4277,22188,0,4311,29198,0
36047111000,3773,19018,0,3490,19432,0,3216,23807,450000
36047111600,2132,24924,112255,2419,26320,149735,3484,45865,395600
36047111800,2424,16875,155700,2678,30000,147900,3053,29679,486300
36047112000,2846,23625,131700,3114,30521,155400,3155,52500,454800
36047112200,3022,23618,108900,2887,27033,187500,3371,49519,384300
36047112400,2554,34625,70300,3291,41172,138800,3416,57381,448000
36047112600,2673,19879,0,3588,23023,120300,3783,42179,470000
36047112800,3698,26617,102500,3937,28523,127800,3822,41157,460400
36047113000,3124,16375,55000,3544,20682,142300,3891,27311,399500
36047113200,1088,22634,350000,1453,20433,131400,1937,44393,357500
36047113400,2528,8377,0,2932,11875,97000,2838,19150,337500
36047114201,1410,32500,175000,1382,38024,187900,1578,43352,575400
36047114202,2095,32917,128100,2884,42750,170000,2766,38935,474700
36047114400,2591,15572,163882,2241,15146,127598,2403,28269,475000
36047114600,2455,18708,159500,3182,31632,169800,2998,39808,559300
36047115000,1731,18229,134900,1846,26143,177800,2595,36083,350000
36047115200,2357,14410,122900,2442,17946,105100,3094,23669,409300
36047115600,4316,8565,0,3984,12363,133100,4315,20200,381000
36047115800,2283,18173,0,2929,32391,142300,2983,52351,400000
36047116000,1905,18368,112500,2477,24038,133900,2543,28929,327200
36047116200,1559,25875,97600,2417,38750,137500,2157,42415,384100
36047116400,2382,19417,86500,2755,42262,141000,2921,48235,429700
36047116600,2260,23170,102100,2610,24559,133300,2907,40670,433600
36047116800,1750,13382,48900,2026,31031,168500,2057,53884,479500
36047117000,1863,20795,150000,1768,23043,162500,1880,33293,378400
36047117201,2275,20924,134400,2982,37500,182800,2713,50430,522200
36047117202,3825,22015,165600,4219,35806,165000,3907,45824,478200
36047117400,3902,23710,158200,4268,30323,166500,4329,50268,478000
36047117601,2412,31384,83300,2641,27279,170000,2750,41724,381100
36047117602,2943,30483,128400,3284,30927,147100,3313,30610,534300
36047117800,1329,26994,165300,1627,35450,129200,1717,48125,442300
36047118000,0,0,0,0,0,0,6,0,0
36047118201,2738,32588,167700,2951,31011,159500,3002,65224,445000
36047118202,2601,32273,132900,3008,36810,171600,3083,34722,520300
36047118400,4087,28793,164700,5049,28625,171400,5420,42340,546400
36047118600,2467,25000,150600,3190,33798,168800,2969,48633,458100
36047118800,4022,25076,129200,4376,24423,203100,4651,24138,524800
36047119000,1762,22009,122200,2086,24135,138400,2127,38333,406500
36047119200,2561,19826,72800,2471,27574,150000,3013,38566,455700
36047119400,3269,18837,70300,3208,26681,144800,3914,38539,422200
36047119600,4225,21721,88800,5154,30435,162500,5403,33839,437600
36047119800,3567,21493,107632,3047,21479,155610,3426,36278,572900
36047120000,2165,26613,140302,2330,31834,216081,2148,32396,465500
36047120200,1210,29625,122100,1897,30625,147000,1900,64009,477000
36047120800,7869,29688,146800,8413,31136,173100,8938,31668,437000
36047121000,4713,11364,0,3986,12155,0,4035,23462,0
36047121400,5349,16029,0,4440,11483,0,4351,20076,0
36047122000,1654,21678,62300,2512,25640,198500,5495,43182,551100
36047123700,1931,14926,32718,1476,20823,180677,6008,25879,566500
36047150200,2236,39867,186530,2280,62616,234675,2540,96875,753600
36047152200,3171,60875,287950,3407,64125,382992,3317,107917,812100
36047990100,7314,40283,218388,7773,44060,278893,0,0,0
36061000100,0,0,0,0,0,0,2,0,0
36061000201,3847,17405,0,3729,25068,159625,3058,20764,0
36061000202,6267,22272,0,5427,31183,0,7316,46488,452600
36061000500,3114,0,0,135,91833,0,0,0,0
36061000600,12690,17709,0,12881,24467,0,11367,22982,9999
36061000700,157,86,0,958,126315,0,8109,175208,874000
36061000800,9954,22228,0,10924,25363,0,10290,31561,638000
36061000900,431,75707,0,1159,131659,0,731,250001,931800
36061001001,2446,33541,0,1739,56815,0,1434,113015,541900
36061001002,9150,15043,0,8099,18938,0,6547,25326,0
36061001200,3511,29764,67500,3466,38068,0,3397,55759,559400
36061001300,363,17725,0,1560,108922,0,4479,200735,710400
36061001401,3130,36908,0,2962,62454,0,3005,150913,635100
36061001402,2959,13125,0,3019,21277,0,2782,35278,555100
36061001501,4493,40040,0,4981,61177,2467,5518,78147,483300
36061001502,1243,72741,0,3945,125437,0,7476,175583,1000001
36061001600,8709,22375,0,9598,23248,225000,8478,27169,664400
36061001800,9594,20986,0,10459,27865,0,8660,38788,1000001
36061002000,6988,9633,0,6000,14706,0,4917,19852,0
36061002100,1870,86481,0,2512,159944,0,6040,250001,1000001
36061002201,6602,19562,0,6541,29549,275000,6398,41250,475400
36061002202,1242,21196,0,1414,39531,0,2189,128654,968800
36061002400,3190,13621,0,3012,18459,0,5434,21710,0
36061002500,6359,16483,0,5516,16361,156869,4869,19867,0
36061002601,2634,12105,0,3400,32778,0,3772,33672,724500
36061002602,2868,15750,500001,3781,21667,625000,4227,56632,655900
36061002700,1344,34107,0,1536,31549,0,1264,79271,496800
36061002800,6827,19247,0,6682,32039,0,7114,34921,505400
36061002900,6346,22183,0,6673,22320,45000,6398,33659,501800
36061003001,3906,16541,0,4427,33487,112500,4492,49200,757200
36061003002,2868,21418,0,3129,40393,0,3106,60625,628400
36061003100,333,50480,0,1663,95020,0,2550,96348,944400
36061003200,7832,30670,0,8016,44594,187500,8234,65893,604900
36061003300,2438,91496,0,3707,156898,0,5156,250001,1000001
36061003400,6235,26516,0,6561,30750,0,6612,74712,709000
36061003601,3414,16368,0,2978,24674,0,3393,23600,412500
36061003602,2449,37083,500001,2323,52639,0,3151,69938,1000001
36061003700,2111,69430,419393,2286,112045,838786,2447,172778,904400
36061003800,8395,32969,0,9162,50943,0,9237,87526,624200
36061003900,4164,46326,0,4292,96907,706706,5860,115521,1000001
36061004000,8504,42813,350000,8690,64406,968800,8651,107500,778500
36061004100,8641,21761,0,8723,21125,0,7817,37222,1000001
36061004200,2657,41750,0,3898,82569,0,5145,182344,1000001
36061004300,4926,23679,0,4851,30815,0,4270,44188,1000001
36061004400,15947,63408,431472,15839,88286,0,16538,101203,1000001
36061004500,856,49286,500001,1099,90830,0,1136,116417,1000001
36061004700,2537,44632,0,2433,73542,875000,2524,157660,1000001
36061004800,6839,64697,395000,6402,83800,1000001,7229,120000,613400
36061004900,4913,54765,350000,5010,98432,1000001,4942,250001,1000001
36061005000,5455,105519,198200,5695,130437,1000001,5055,181563,656000
36061005200,3230,77176,137500,3741,140013,0,3408,195000,1000001
36061005400,3859,67104,500001,3955,126620,0,4536,192981,783200
36061005501,4413,80760,93200,4907,119064,0,4204,143403,783300
36061005502,2156,59035,87500,2174,108944,0,2257,126477,1000001
36061005600,2179,126609,0,2590,200001,0,3322,193641,1000001
36061005700,2553,96713,0,2595,183074,0,2781,119180,1000001
36061005800,662,51243,0,634,200001,0,3512,250001,1000001
36061005900,5964,72264,0,5581,125624,0,5401,190125,857400
36061006000,4656,88693,0,4459,99830,0,4511,151267,0
36061006100,5062,82924,0,5101,135274,0,5224,221213,870700
36061006200,4044,26925,0,3370,79962,0,4437,128750,0
36061006300,6755,91467,500001,6265,117441,1000001,6380,250001,1000001
36061006400,7743,59934,350000,7334,100277,0,8090,119032,642700
36061006500,6966,51990,500001,6690,82982,275000,6202,128077,1000001
36061006600,11838,41128,0,11841,55061,650000,11740,76930,613500
36061006700,5774,58615,500001,5645,77557,1000001,5461,159079,937500
36061006800,6127,69996,500001,6753,97089,0,7614,110109,694300
36061006900,2410,104766,500001,2389,143656,1000001,2759,163000,1000001
36061007000,7195,62632,500001,7763,101869,1000001,8871,181316,942900
36061007100,6241,63064,350000,5620,124762,1000001,5429,225444,806500
36061007200,7435,65071,0,8111,128229,0,8664,141538,670800
36061007300,6752,49836,500001,6699,91109,1000001,6215,124669,883700
36061007400,3367,65376,225000,3712,129366,0,4319,162578,774100
36061007500,4051,78727,500001,4165,133234,1000001,4159,183092,953600
36061007600,1877,48750,0,2445,51731,1000001,2277,72951,1000001
36061007700,6343,70318,500001,6146,127793,1000001,5966,150479,1000001
36061007800,5991,71581,0,7471,108266,625000,8391,193839,578200
36061007900,4465,68911,500001,4598,126026,1000001,4442,158256,1000001
36061008000,5289,102732,500001,5392,144087,1000001,5377,167422,633700
36061008100,7570,62402,500001,7359,104681,0,8047,141583,888800
36061008200,2319,98228,0,2647,114624,0,3262,131518,816100
36061008300,3758,25089,0,3490,32778,0,4092,28056,572200
36061008400,775,79236,500001,1145,67368,0,1595,156719,614000
36061008601,2935,98014,0,2929,137460,54555,2618,136205,752900
36061008602,3380,97037,0,3425,136097,59742,0,0,0
36061008603,3350,107001,0,3307,153993,68533,4799,240441,1000001
36061008700,5013,36373,500001,4626,70842,390000,6338,173250,720300
36061008800,6929,75619,0,7345,105834,0,7026,144116,619700
36061008900,5611,42344,500001,5320,79893,1000001,5708,78333,901800
36061009000,7428,68769,500001,7599,134810,1000001,7883,194063,733500
36061009100,4449,65635,500001,4553,88710,1000001,6304,216923,1000001
36061009200,1465,54654,0,1357,91852,0,1806,153304,650600
36061009300,8920,45833,262500,8714,59423,107500,8780,87222,664500
36061009400,87,150001,0,41,0,0,73,0,0
36061009500,2553,60096,0,2723,94755,1000001,3040,151875,1000001
36061009600,152,30750,0,168,114222,0,155,0,0
36061009700,4921,31307,0,4852,43611,0,5224,46136,37100
36061009800,6979,77306,500001,7066,110122,358300,7316,197896,774400
36061009900,863,55375,0,1126,61250,1000001,1945,250001,784700
36061010000,1637,79906,162500,1826,86744,275000,1992,160234,693500
36061010100,1307,20703,0,247,80488,0,1116,76500,0
36061010200,306,22260,0,255,200001,0,230,42171,58700
36061010300,1424,32986,0,1501,38750,0,2058,96250,687500
36061010400,1143,90663,0,1065,143775,0,966,94432,740400
36061010601,8110,114349,462244,8425,172321,966481,7351,169081,1000001
36061010602,3992,83053,181786,4062,111735,0,4875,205795,726600
36061010800,7686,117362,162500,8079,151027,0,9039,205881,665800
36061010900,339,21932,0,159,70893,0,183,250001,1000001
36061011000,6284,71376,500001,6793,113280,1000001,7169,181771,1000001
36061011100,2252,24659,0,2987,43859,0,3512,109219,700800
36061011201,899,72112,0,1068,102097,0,992,165500,930600
36061011202,414,150001,0,397,200001,137500,441,250001,826400
36061011203,1180,83006,0,1225,136277,0,1401,130875,869300
36061011300,1357,0,0,288,65536,0,117,0,0
36061011401,1876,139476,275000,1553,183470,0,1412,220991,1000001
36061011402,2707,106399,500001,2380,181500,875000,2397,206250,1000001
36061011500,1186,17500,0,1403,47250,0,2303,81667,884600
36061011600,4173,54587,3413,4288,75361,0,3543,140500,631900
36061011700,275,8506,0,397,18502,338356,3364,63824,0
36061011800,8379,81808,500001,8605,166345,1000001,8767,208782,888000
36061011900,2001,23068,0,1424,55938,0,1120,31579,0
36061012000,4204,148462,500001,3965,200001,1000001,3971,223542,1000001
36061012100,8071,27955,187500,8288,60382,1000001,8554,72021,634200
36061012200,3978,138547,500001,3914,200001,1000001,3633,226923,1000001
36061012400,10119,82947,495098,10899,98054,0,10218,138879,1000001
36061012500,984,26250,0,1795,96557,0,2719,191154,0
36061012600,12897,101805,500001,12895,138586,638900,12774,178397,794200
36061012700,7074,23314,0,7278,54602,112500,6928,51364,634000
36061012800,7033,150001,500001,6639,200001,1000001,6270,243500,1000001
36061012900,3672,36034,0,4459,41992,0,6038,95132,807900
36061013000,4679,150001,500001,4622,200001,1000001,4195,250001,1000001
36061013100,2269,54612,187500,2053,85388,0,2816,208750,722600
36061013200,9359,77118,493810,9929,119125,0,10590,146742,675700
36061013300,5361,27500,0,5805,55556,0,6208,87679,775900
36061013400,9878,78817,500001,10666,126077,1000001,11174,163688,680600
36061013500,3868,25280,0,3507,31664,0,6596,38527,0
36061013600,16136,88298,493660,15698,127927,0,15344,179038,912400
36061013700,7049,85197,500001,6797,153303,0,6471,177576,879400
36061013800,12237,71073,487500,12612,144292,383300,12444,143714,729300
36061013900,9943,53426,87500,9795,87059,0,9257,143348,746100
36061014000,7732,140630,500001,7754,180766,1000001,7813,238699,1000001
36061014200,5098,150001,500001,4980,200001,1000001,4462,250001,1000001
36061014300,83,30729,0,12,0,0,25,0,1000001
36061014401,5001,86424,337500,4887,143223,1000001,4864,200893,668400
36061014402,6546,109767,500001,6508,123538,1000001,6743,206402,1000001
36061014500,3267,107946,225000,4262,161030,0,5542,207045,932100
36061014601,3310,72542,500001,3929,126141,0,4274,166429,713200
36061014602,7328,78144,500001,8174,107546,0,7904,205250,691700
36061014700,691,60982,0,1680,93164,0,2755,172917,1000001
36061014801,3275,110205,0,2923,176170,1000001,2863,219028,1000001
36061014802,6060,110497,0,6947,191631,1000001,7066,182303,1000001
36061014900,5031,117578,0,5956,151389,0,5842,249167,1000001
36061015001,2259,138426,500001,2266,200001,0,2294,250001,1000001
36061015002,6053,150001,500001,5866,200001,1000001,5437,234938,1000001
36061015100,3099,24106,0,5146,45776,0,8306,55272,483800
36061015200,7464,52073,0,8517,60581,0,7275,84356,902300
36061015300,8517,93864,0,9040,200001,1000001,9320,250001,1000001
36061015400,12991,60205,245300,13058,78271,569400,13749,120491,593400
36061015500,7983,63322,0,7930,98881,228650,9350,203192,662600
36061015601,4673,42829,0,5299,52083,0,5345,103177,606300
36061015602,1503,14821,0,1785,14907,0,2298,30417,1000001
36061015700,11255,75417,275000,10961,130122,1000001,10751,206324,946100
36061015801,5430,98603,500001,5804,177019,1000001,5650,250001,991400
36061015802,2134,33447,0,3190,99117,0,3346,96250,225000
36061015900,9842,71237,0,10084,112828,936418,9623,209405,893200
36061016001,4030,150001,500001,4175,200001,1000001,3744,250001,1000001
36061016002,3613,54337,287500,3161,65600,0,3131,166500,1000001
36061016100,6870,83585,350000,6710,136037,0,6437,202868,1000001
36061016200,10603,17639,0,10344,26496,0,9308,34737,751500
36061016300,7694,87612,499704,6790,148926,999407,6624,204375,926300
36061016400,6033,14042,0,5986,17403,0,6127,32191,0
36061016500,7278,105127,275000,6618,155509,1000001,6402,217727,1000001
36061016600,6074,17460,0,7327,26277,1000001,7317,31895,903800
36061016700,7380,83685,499861,6939,149678,999722,6564,198750,1000001
36061016800,4730,16094,0,4158,26667,0,5675,24500,1000001
36061016900,8802,66352,500001,8641,125459,1000001,8108,168201,945000
36061017000,6627,23786,0,8157,33193,32500,7855,47965,455300
36061017100,10106,77464,291628,9625,177531,112472,8989,178065,1000001
36061017200,4496,11477,0,5283,22072,42188,5504,33850,1000001
36061017300,9124,60436,500001,8966,123912,1000001,8939,202926,1000001
36061017401,5232,19492,67500,5819,24332,0,5248,28872,583300
36061017402,2877,20705,0,2175,28190,0,2093,26875,0
36061017500,11165,79442,0,10727,147481,393709,10820,195587,1000001
36061017700,10724,55000,500001,9618,61029,0,9151,82949,907300
36061017800,3436,13986,29500,4168,23444,250000,3912,34517,543900
36061017900,10296,58269,499871,9499,86932,0,9293,151000,1000001
36061018000,7122,10203,0,7851,15873,0,7476,22189,758300
36061018100,10015,47708,500001,9082,66707,1000001,8866,112617,720500
36061018200,7094,14411,14999,6859,18568,1000001,6768,25035,0
36061018300,10115,50424,499864,9114,74903,0,8667,120714,958900
36061018400,5826,14142,0,6006,17270,0,7835,30952,372400
36061018500,3769,63262,0,3783,105537,0,4190,164833,824600
36061018600,6316,13889,0,5736,14889,0,5701,19192,0
36061018700,9635,51435,499856,9808,78079,999711,8974,132868,1000001
36061018800,4477,16984,137500,6471,20377,0,6008,36559,484400
36061018900,12806,22574,273300,11883,25021,1000001,11547,39490,777300
36061019000,1804,12411,0,1953,17841,450000,3083,75284,602400
36061019100,9388,59111,499852,9079,83826,0,8807,119022,775100
36061019200,3750,11096,0,3740,13875,0,3584,19983,1000001
36061019300,9027,23365,0,9416,31944,0,9009,47357,523900
36061019400,6515,13463,0,6845,18623,0,6558,17057,791700
36061019500,8112,38993,0,8069,88158,999657,8197,114638,906400
36061019600,3902,16305,0,3487,18224,0,3931,33220,1000001
36061019701,45,36250,0,20,200001,0,641,104444,0
36061019702,1414,27625,500001,2355,37974,275000,2090,55195,465700
36061019800,782,18750,67500,1558,20893,162500,1914,79013,382600
36061019900,9984,50942,0,9104,84329,0,10064,111968,786400
36061020000,2378,23825,280000,2348,46316,196700,2581,53485,1000001
36061020101,1288,41389,0,2346,111803,0,1731,120972,383300
36061020102,2455,13875,0,3658,26357,0,3865,47626,466300
