AREAKEY,TRCTPOP9,MDFAMY9,MDVALHS9,TRCTPOP0,MDFAMY0,MDVALHS0,TRCTPOP1,MDFAMY1A,MDVALHS1A
36081054700,3727,24250,87500,4717,27134,187500,4643,42179,475500
36081054800,2149,46842,162100,2392,62734,186200,2319,89250,456900
36081054900,4468,29649,112500,5322,30143,187500,5308,42722,572300
36081055100,4237,31611,0,4679,32455,217900,4573,38259,618400
36081055200,2677,38516,189000,3100,56944,216000,3064,70987,445300
36081055300,2438,26200,126800,2503,32148,196900,2454,29080,471400
36081055400,2005,43103,167000,2444,62614,192800,2303,90428,409300
36081055500,1780,30048,136700,2235,34375,166300,2147,63458,454300
36081055600,2059,55129,166000,2155,59750,180100,2153,71571,446800
36081055700,3385,29401,189896,4058,38405,172559,3915,42254,569800
36081055800,1762,51270,158600,1964,73382,185000,1732,81429,453500
36081055900,1119,23611,40300,1264,33158,99200,1217,33125,343800
36081056000,1277,44125,164900,1696,48333,195900,1647,77019,486800
36081056100,0,0,0,0,0,0,73,0,0
36081056200,1244,48672,162600,1562,66447,186400,1517,72685,446200
36081056400,1464,42454,171600,1732,62750,196000,1783,69850,511300
36081056500,823,32019,119700,1156,31339,176500,1567,45227,471400
36081056600,1182,47150,177500,1691,55511,191200,1487,88021,496500
36081056700,3825,43287,188200,4400,60980,195300,4574,58399,530300
36081056800,4376,46280,167800,5356,53750,179600,4550,63846,427500
36081057700,3074,38333,187500,3483,45846,217400,3625,46208,551400
36081057900,1327,31250,162500,1660,48073,222900,1592,31875,490200
36081058000,3978,56718,163629,4412,56511,184435,3641,87138,441000
36081058100,2265,40233,188600,2563,37727,213200,2662,51818,552300
36081058200,4413,50554,155156,4528,54771,175805,4490,62402,423100
36081058300,2832,33138,217600,3366,44063,275000,3254,69107,621300
36081058500,3383,33375,207100,4135,36953,187500,4062,51333,609000
36081058700,2805,32139,165000,3304,40000,350000,3296,47202,533700
36081058900,3642,32333,0,4410,31554,162500,4196,43188,591400
36081059000,1260,58366,161300,1215,67917,176600,1074,73684,439800
36081059100,4150,31492,204500,5181,36620,211700,5826,51098,584300
36081059200,968,61330,164100,1087,53984,185000,1280,86971,449100
36081059300,3271,39611,177200,3805,41231,200000,3881,58924,587000
36081059400,1663,57267,158200,1794,70208,184000,1537,100000,410400
36081059500,3634,35286,183100,4523,37200,170600,4700,60270,530900
36081059600,1652,65683,166100,1641,66944,188100,1304,88618,380700
36081059800,1842,44250,159100,1789,54864,169300,1643,77639,385500
36081059900,1434,46603,183600,1487,58456,185700,1525,83281,529200
36081060000,1132,56244,155600,1231,68000,186500,1056,72738,354000
36081060100,1604,37619,222600,2032,55774,217500,2111,57174,405600
36081060300,1469,42895,193200,1645,59653,199300,1706,51528,617500
36081060600,1514,52912,165200,1669,69545,185100,1381,80435,433100
36081060701,837,44375,215000,954,67188,240900,25,0,0
36081060800,1550,48548,176100,1537,74000,183700,1413,93125,461100
36081061000,1133,61529,162520,1182,79297,184037,1268,86481,458000
36081061200,1699,49340,166040,1739,82321,191952,1597,107454,438900
36081061301,2760,35137,236100,3001,51169,218500,5295,64196,614300
36081061302,1942,35404,233848,2100,51379,216716,19,0,0
36081061400,1192,64487,182100,1283,63571,188300,1234,109375,449100
36081061601,2238,61716,161971,2252,72275,193734,2180,98062,427700
36081061602,1174,60126,170500,1623,68558,192200,1152,87727,436000
36081061800,1416,49432,169900,1480,70750,192600,1583,79323,262500
36081061900,2840,42014,206211,2728,51180,187891,2783,78295,590100
36081062000,1605,59927,176659,1686,68376,189472,1440,91484,444800
36081062100,2579,40370,178407,2666,54910,197303,2746,61351,560500
36081062200,2222,59730,173746,2299,61785,192038,1983,86250,434500
36081062300,1536,45577,187000,1679,55820,189200,1789,67460,574200
36081062400,546,50611,158500,577,73889,185900,1,0,0
36081062500,2235,41319,190900,2142,56034,182700,2388,80363,584400
36081062600,2646,43403,152857,2684,63141,175605,2620,85156,390900
36081062700,2476,36519,185500,2620,53250,186900,2879,57750,475400
36081062900,2488,45192,221400,2657,42813,179200,2782,54788,486900
36081063000,1560,54387,156424,1807,65444,179671,1579,86250,372900
36081063200,2322,56580,163700,2595,62250,188400,2134,95958,417200
36081063301,1232,38625,184900,1349,51118,200000,1416,71042,498500
36081063302,1321,47547,192931,1318,49957,193761,1476,85769,488500
36081063500,2381,42386,204300,2388,61683,238900,2513,75469,575100
36081063700,3467,47282,212522,3721,58536,228577,3148,71920,553700
36081063800,3198,48158,164500,3835,65058,187500,3425,82984,425500
36081063900,2388,45595,219700,2719,55227,225400,2747,81111,517300
36081064101,1664,35257,176400,1577,46477,176000,1960,78750,202400
36081064102,573,55874,13035,182,69129,13005,113,145125,213800
36081064500,1217,47353,221700,1326,53229,229900,1979,88929,613900
36081064600,2927,51659,163300,3108,64750,184200,2829,74779,450900
36081065000,3233,61586,176800,3027,66705,191500,2650,113419,440600
36081065400,2273,43721,160800,2592,64091,181500,2788,85652,460700
36081065501,594,46307,173100,825,54700,239800,0,0,0
36081065600,3442,49861,172800,4373,60804,189400,4853,87098,455900
36081065702,1464,40385,185500,1507,56053,227800,1675,98056,585700
36081065703,1823,50413,213795,1824,61361,252701,2597,68175,552400
36081065900,1649,53205,212100,1709,70583,238500,1666,79704,493900
36081066000,2537,50539,175700,3202,66429,188600,3233,86990,483300
36081066100,1646,45500,219800,1531,70568,242500,1495,91188,563200
36081066300,2423,56088,220400,2672,72708,245700,2601,72375,561700
36081066400,8675,49338,168300,9808,62212,183196,9612,79103,454100
36081066501,3141,47232,206117,2762,61844,247248,3275,75120,628000
36081066701,2025,43097,212325,2113,61149,228291,2575,79412,591900
36081066900,1782,46724,233000,1767,64423,257900,1706,59722,622700
36081067100,2133,55934,213778,2230,78325,238927,2100,64145,545900
36081067700,1708,50486,229400,1907,80871,271200,1786,91379,623600
36081067900,3906,31827,225300,4253,41514,246500,4094,66680,574000
36081068000,3970,49767,160100,4310,70250,173300,4708,90192,455200
36081068200,1193,58011,164200,1384,65000,184900,1102,108382,433200
36081068300,4892,35937,14902,4781,42497,286324,4210,55538,203200
36081068700,3625,38750,225200,4217,47950,227700,4630,75156,476900
36081069000,2760,50200,151400,3285,55521,181700,3252,93419,452800
36081069300,2224,41979,222200,2835,42315,232700,2883,56534,307900
36081069400,2448,57379,157600,2897,51107,175100,3314,97955,529400
36081069500,2252,51830,242300,2296,61970,278500,2128,84063,636200
36081069701,2849,31281,214400,3213,33229,185700,3616,55982,280700
36081069702,3834,49122,253900,4433,65000,316800,3911,80036,650300
36081070300,2165,52645,232200,2215,62059,256800,2010,73318,573800
36081070700,2341,64400,248279,2526,68818,282055,2303,105625,595800
36081070900,2050,53723,250327,2851,76648,281565,2483,123375,588800
36081071100,5229,50055,246344,5489,61087,264580,5272,105175,275000
36081071303,4945,45985,267100,5257,56182,268200,4973,81446,244200
36081071304,5550,45985,267100,5899,56182,268200,6136,67029,243100
36081071305,4044,46786,233600,4558,55893,282800,4871,90208,330000
36081071306,5216,46786,233600,5881,55893,282800,5811,63109,278000
36081071600,372,32159,163800,360,58413,188232,0,0,0
36081071701,4019,36788,97200,4451,50145,210800,5161,69701,248800
36081071702,4249,36788,97200,4706,50145,210800,3921,71071,256300
36081071900,3447,37403,209964,3228,37951,238733,2630,65000,541900
36081072100,4582,41902,224800,5243,39899,269900,4963,69688,245400
36081072300,2243,82585,397915,1743,117732,507493,2127,153523,936400
36081072900,1326,50921,225700,1453,70682,270100,1363,103164,607300
36081073100,1552,56652,251200,1739,71813,291200,1515,112113,658600
36081073700,1816,76849,471100,1849,86527,625000,2042,101961,526100
36081073900,4519,64487,377300,4994,72392,434600,5028,109514,292500
36081074100,3002,50923,370300,3079,64118,400000,3015,71618,307200
36081074300,4104,36218,240700,4365,46406,257400,4221,53750,296100
36081074500,2874,34633,226269,3066,37115,244048,3571,47100,571200
36081074700,3334,48047,298500,2621,57375,279200,3386,78750,258300
36081074900,1716,99094,496917,1847,108734,491801,1453,111083,1000001
36081075701,2934,64411,390368,3209,77711,516900,4678,87957,278700
36081075702,5289,64411,390368,5786,77711,516900,4481,101563,355100
36081076901,3316,47424,352082,3520,79191,377498,4056,117421,292400
36081076902,1552,42951,452436,1484,52387,375911,1371,102500,361700
36081077300,1266,47701,433358,1936,61470,424199,2234,88333,199100
36081077500,2263,48750,409100,2479,62269,414000,2273,63375,825500
36081077902,5023,55515,242700,5389,65142,300300,5263,81042,556100
36081077903,2447,42321,347500,2981,47208,414500,2972,62083,232300
36081077904,5445,43978,204000,6303,58234,211100,6155,62500,254300
36081077905,2805,56813,137217,2411,63276,133652,2455,85455,245800
36081077906,3563,41473,218800,3990,41624,236700,3633,73125,220200
36081077907,2654,41473,218800,2972,41624,236700,3193,53647,555400
36081077908,2509,41473,218800,2810,41624,236700,3755,42471,446400
36081078800,1506,31534,122500,1631,50417,141900,1818,93690,337900
36081079000,2239,35082,113058,2760,39986,161970,2549,64405,429100
36081079200,2218,51318,142297,2670,42178,158989,2280,69268,415100
36081079300,0,0,0,0,0,0,1,0,0
36081079701,2889,33017,170100,3302,40981,198700,7055,52885,274500
36081079702,7511,33017,170100,8585,40981,198700,4502,34441,309100
36081079900,2380,49375,238300,3196,60588,267100,3425,70040,642600
36081080301,2977,41768,218360,4083,46318,234492,4382,49861,632500
36081080302,2544,48941,203000,2711,71414,228100,3504,80720,503700
36081080900,6321,44122,213800,6401,55438,238300,6850,78087,224800
36081081400,2826,37833,125500,3159,58854,161300,3543,60121,436800
36081081800,3053,42961,139600,3531,51354,162000,3478,67933,485700
36081083700,4408,41759,204045,5412,57675,214900,5388,50903,497700
36081083800,3772,44784,169100,4764,56141,190700,4970,65142,542500
36081084000,4901,41205,161000,6900,48448,180300,6478,62786,461600
36081084500,4491,33182,212500,4883,40565,215900,5318,47553,562500
36081084601,2280,47778,178800,2809,58594,225000,2730,81042,616200
36081084602,438,29762,158800,611,58875,200000,1053,62652,617100
36081084900,5854,28756,248943,7176,34470,243541,7642,36558,451700
36081085300,5395,31155,350000,5861,31960,250000,5764,29019,286600
36081085500,6462,35031,0,7135,36297,625000,6649,51690,221500
36081085700,5600,27377,166700,6207,31431,201700,5953,36116,338800
36081085900,4256,38191,212500,4911,40000,265000,5873,40339,230000
36081086100,2291,39148,246400,2500,39667,250000,2370,58750,414600
36081086300,6848,30455,32500,7207,36714,57500,7277,36832,226700
36081086400,2031,45119,154747,2496,63750,181300,2634,62279,454400
36081086500,4243,29080,0,4156,30189,383300,4514,28594,337500
36081086900,1336,32447,207558,1548,46035,189387,2131,64000,359900
36081087100,2082,21815,16487,1870,30115,1652,1752,27788,83100
36081088400,7491,48897,205600,7619,67524,265700,7337,82625,550300
36081088901,8197,34409,221000,8595,44283,220200,10266,52924,225800
36081089200,8123,55314,289796,8746,65924,370824,7430,99183,658600
36081090700,1654,42228,215389,1769,45938,229895,1355,56786,508000
36081091601,462,53964,175400,544,73578,249500,4079,96667,519600
36081091602,37,70767,71913,29,82192,102294,0,0,0
36081091800,356,77592,312400,3,97374,403500,17,0,0
36081091900,4525,45332,188600,5470,55305,195800,5766,69477,501500
36081092200,2107,77592,312400,2101,97374,403500,2206,135231,834600
36081092500,2817,36739,177700,3446,44915,217200,3681,54970,605400
36081092800,3285,69614,305900,3391,95101,406900,3246,128125,829500
36081092900,4779,42273,215000,5375,61020,213800,6496,81394,540100
36081093401,3225,54774,229163,3491,60778,270907,3789,103444,653500
36081093402,2642,54565,228200,2861,60294,269200,3657,112969,608400
36081093800,5884,43737,142935,5961,54087,225572,5218,56105,213300
36081093900,2417,47177,212300,3085,54936,217200,4400,88770,551200
36081094201,1997,27754,99784,2116,28161,125747,3380,51452,604100
36081094202,3692,13468,136300,3626,21308,142100,4700,36250,368800
36081094203,4584,31935,155300,5295,41598,182500,5369,59425,22700
36081094500,5276,53992,285460,5470,71069,319843,3971,97803,766800
36081094700,1955,42216,206800,2110,61875,218900,2577,73750,577000
36081095400,3708,30850,118934,4062,38421,157148,5368,55980,376700
36081096400,2784,37206,99400,3581,47019,162300,4441,66712,390600
36081097202,2939,17044,95400,2947,28045,0,2795,16250,0
36081097203,10222,17305,95441,7853,21203,139731,6865,27479,441200
36081097204,1732,17044,95400,1324,20864,139500,3544,40861,228000
36081097300,1797,60486,283100,2019,79567,301300,2016,101000,740200
36081098100,1839,44115,271200,1882,63542,291800,2249,90625,765900
36081098700,2494,48321,246000,2611,55515,269500,2444,93818,670700
36081099100,6740,57095,323200,6462,73443,365100,6507,91864,397900
36081099200,2497,29245,92000,2788,27955,177000,3803,51540,426500
36081099701,3102,52393,256190,2924,61598,281835,2670,83514,374300
36081099703,5439,62129,244100,5170,72281,299600,3892,108071,483300
36081099704,5799,62129,244100,5512,72281,299600,6868,84643,323000
36081099705,4292,62129,244100,3453,72281,299600,2632,97023,603100
36081099801,3247,30250,145700,3742,35785,179500,7608,53801,414700
36081099802,7953,30250,145700,9166,35785,179500,5283,48042,425900
36081099900,94,62129,244100,3,72281,299600,0,0,0
36081100801,3703,39659,171700,4375,43922,191000,2327,75731,453100
36081100802,4621,39659,171700,5460,43922,191000,8106,56955,502200
36081101001,9738,26158,177600,9479,33369,167500,9943,37465,447600
36081101002,3270,26158,177600,3751,36182,285600,4138,69338,635400
36081101700,6204,47656,250048,5916,63805,282509,5689,81467,372000
36081102900,3366,45789,241600,3406,55978,284500,3319,81420,632700
36081103201,5103,34085,176900,5701,27750,139200,6456,30750,432100
36081103202,5279,34085,176900,6670,32730,250000,6197,62222,622100
36081103300,3891,46207,240400,4149,66017,285800,4116,90472,623700
36081103900,5325,43326,242964,5865,60353,270050,6151,84570,659700
36081104700,6429,47485,243700,7207,59133,273900,7314,83676,553600
36081105900,3606,50325,269957,3692,63286,326858,3556,76042,659100
36081107201,1540,43920,129600,1655,61742,165000,2443,84483,453700
36081107202,907,43920,129600,975,61742,165000,0,0,0
36081108500,2577,52017,252333,2860,64582,308366,2613,110238,648900
36081109300,3034,61273,344548,2867,77794,388741,3034,96900,767100
36081109700,1819,55335,261100,2045,69688,333400,1887,80464,682400
36081109900,3209,49332,193625,3419,61257,209452,3277,74659,503600
36081111300,2254,59864,285032,2522,87955,338132,2559,129087,766300
36081112300,1760,52590,238400,2158,50990,254100,2102,77625,690900
36081112900,2139,56767,271307,2248,73344,330766,2242,80924,676900
36081113300,1584,51626,250730,1733,65370,277278,1537,106528,561200
36081113900,3193,50805,232900,3355,57202,237800,3322,90000,494200
36081114100,2453,58172,273200,2436,77381,319200,2406,111731,658400
36081114700,1750,55121,265100,1801,90131,320400,1673,110050,717100
36081115100,1186,64294,329000,1209,89620,348500,1116,99886,696000
36081115500,1781,40156,234800,2172,52656,255300,2114,54044,594400
36081115700,2928,43977,252800,3465,57942,305700,3388,66215,509800
36081115900,3737,41936,265300,4247,43221,291000,3991,51800,626300
36081116100,3916,32568,283800,4542,38581,290900,4589,43879,217400
36081116300,8273,26859,215600,9375,34896,408000,9104,39401,511600
36081116700,1776,31174,231700,2021,36653,225000,2067,57039,628400
36081117100,2595,44040,288984,3151,47708,288614,2743,69375,790400
36081117500,4458,46613,249500,4949,55335,276300,4990,72708,579600
36081118100,1676,38015,225800,1787,57431,243400,1840,80341,574100
36081118500,1664,36538,231400,2051,37813,239200,2114,60333,617500
36081118700,1887,39107,208100,2512,45223,261700,2521,64297,711600
36081118900,1748,39857,234600,2352,42238,279200,2468,66531,732700
36081119100,2416,37353,195200,2987,44118,244300,3273,60472,648500
36081119300,1795,46250,231400,2428,42159,264900,2252,86061,661100
36081119500,1278,48315,233300,1303,68125,267000,1349,86536,619900
36081119900,1265,55000,229800,1609,60574,278700,1507,48867,639900
36081120100,1529,42857,217600,1609,35921,223300,1668,59417,637800
36081120300,1254,46250,258700,1703,61389,249000,1642,68144,739500
36081120500,2223,39089,206600,2839,37287,226900,3024,60054,633500
36081120700,2413,52018,227100,2686,59680,266700,2794,90787,615100
36081121100,0,0,0,0,0,0,0,0,0
36081121500,3658,41982,216403,4275,49173,222710,4101,62330,538500
36081122300,2606,51729,241900,3114,57171,277500,3533,76027,674400
36081122701,8495,42994,220400,9422,54069,216300,10910,60561,397400
36081122702,6174,27100,189722,6520,27996,211766,6427,28125,446800
36081124100,3402,49453,211300,3754,65833,246100,3897,92228,588000
36081124700,3334,61268,236000,3643,81271,267500,3550,100236,609600
36081125700,2716,38512,183500,3162,54714,212200,3203,66100,553300
36081126500,1466,52862,193600,1913,68424,203600,1660,76298,587300
36081126700,2341,54792,214840,3177,62524,231817,4057,95481,580700
36081127700,3732,74061,338535,3948,94745,377685,3633,101696,885600
36081128300,97,88484,347612,80,108379,333429,73,0,0
36081129102,3628,63991,291322,3812,79113,331789,3341,114408,623500
36081129103,3250,53404,296002,3239,69814,334699,3566,103056,228800
36081129104,4978,53255,295930,4955,69654,334621,4102,105375,249500
36081130100,3466,43966,198000,3827,55446,212400,3791,88958,237100
36081133300,3495,62375,276700,3911,93020,330000,3679,129375,641900
36081133900,1215,61598,260900,1289,93988,300800,1302,105000,656900
36081134100,2758,59562,254426,3224,75536,292473,3259,81711,637100
36081134700,7377,50169,217500,8658,57008,249500,9572,76573,448600
36081136700,5432,48855,209806,5530,56640,229702,5879,72030,277100
36081137700,5199,43531,243400,5877,55938,271500,6606,78598,502300
36081138501,4577,55972,314047,4777,67370,347126,4743,78611,756100
36081138502,104,0,0,44,7987,0,72,0,0
36081139900,1776,57977,266387,1933,79223,310055,1744,86500,673500
36081140300,2080,52307,218561,2281,60125,245537,2302,65833,539500
36081140901,975,48002,249574,1112,67168,269446,914,49375,611700
36081140902,2384,49056,228018,2779,65744,258553,2603,89464,639800
36081141700,4371,47059,235625,4780,66674,273117,4475,90938,604300
36081142900,3324,51917,248500,3657,71435,286100,3624,83783,625800
36081143500,1857,52210,238300,2293,68352,272200,2199,92013,670400
36081144100,2868,52556,253700,2753,71425,294200,2926,79306,546900
36081144700,2334,42619,191500,2693,44978,217900,2927,60122,634500
36081145101,1197,50909,245500,1436,70625,300600,1360,67045,546000
36081145102,2338,47238,201680,2739,60592,235621,2468,80040,585800
36081145900,2569,60760,236900,2867,69875,264900,2772,91173,612600
36081146300,2959,46235,230222,3139,49399,268999,3000,67865,604200
36081146700,2089,42045,226600,2690,58750,315700,2736,72583,613200
36081147100,2761,50961,223000,3079,70000,281700,3341,76458,578400
36081147900,4005,56632,229822,3904,70032,281400,4241,89500,587900
36081148300,3043,82291,430500,3049,98216,543500,2863,138125,965900
36081150701,3069,63618,299189,3086,89371,375935,2930,107045,745900
36081150702,3320,63581,306592,3467,74809,379924,3178,101875,671500
36081152901,5487,52279,250754,6292,72799,280678,6401,79492,376100
36081152902,4849,52559,250848,5162,66884,304115,5126,88382,286700
36081155101,0,0,0,1962,87366,166100,1806,106750,452200
36081155102,11663,54388,219235,7556,64793,226849,8185,96550,270400
36081156700,1774,0,0,1119,12500,0,1790,100658,588400
36081157101,6658,54209,195519,7470,67475,234969,7216,76440,481600
36081157102,1327,51757,189881,1458,76526,215777,1996,65560,581300
36081157901,4855,54816,207198,4818,64018,254293,4800,100234,514700
36081157902,3272,50410,214900,3690,71013,263100,3836,81736,580800
36081157903,3666,48155,201100,3840,64628,230700,3944,97115,481300
36081161700,4216,50670,185677,4608,74428,219338,4297,94786,516700
36081162100,4960,51621,181600,5726,61075,210900,6197,77935,501300
36081990100,3196,53964,175400,3764,73578,249500,0,0,0
36085000300,1521,46370,140756,1866,44352,140756,1927,39167,345800
36085000600,1635,50129,189761,2637,68576,173709,2408,87071,386100
36085000700,4591,26289,159055,5011,36376,223582,4915,45429,168700
36085000800,3261,40264,162300,4730,56000,182800,5583,69583,403100
36085000900,1756,31653,163800,2201,36184,160800,2112,86667,463700
36085001100,3081,41964,147800,3705,35345,131500,3987,33056,311800
36085001700,1157,47500,242900,1683,48317,194600,1788,53125,466900
36085001800,110,53750,0,462,39375,195800,731,52536,0
36085002001,2248,51573,177802,2454,55331,177233,2504,72313,449000
36085002002,2599,53551,195793,3094,62023,207241,3258,102813,462100
36085002100,2766,40276,123068,3633,47046,120729,4236,50938,308300
36085002700,1159,38500,120300,1832,37750,114800,2217,40917,434500
36085002900,5073,20759,117800,5197,16804,142900,5207,40500,353100
36085003300,2412,59736,201400,3176,65217,199100,3402,68911,437000
36085003600,1456,48629,159834,2022,58977,177099,2510,70547,398500
36085003900,2031,51674,358898,2436,74570,494221,2197,83750,279300
36085004000,8726,17407,122118,11286,33061,141010,12998,40741,324100
36085004700,3020,50264,207762,3425,81184,247894,3863,84464,453900
36085005000,2815,52969,186400,3383,57824,194300,3847,66304,436800
36085005900,2489,60978,219100,2584,71739,260600,2635,107167,585700
36085006400,3317,37604,180300,3659,53269,200900,3550,55938,490200
36085006700,2975,57842,222001,2861,90074,259374,2758,143992,547700
36085007000,6207,42546,173340,7634,57363,189954,8525,72177,487200
36085007400,3007,36814,153872,3806,38435,159475,4693,79112,452500
36085007500,3006,48250,177800,3667,54500,191200,3914,60880,453500
36085007700,1082,42596,127400,1592,42917,146800,1535,46500,357100
36085008100,3843,43138,141943,4385,43773,181691,4301,76842,394800
36085008900,1,18750,0,8,47656,0,0,0,0
36085009601,3471,44531,192800,3885,66810,234700,4024,65844,494800
36085009602,2876,46386,182200,3340,61809,213300,3461,68250,514800
36085009700,3783,41992,162205,3869,56137,169364,3925,86616,389100
36085010500,3956,51913,164400,4415,64131,183700,5153,61548,431900
36085011201,5544,50130,180843,5822,60812,190832,5758,71261,457700
36085011202,695,45787,155500,797,63519,172400,6428,93348,424800
36085011401,3031,34402,182300,2946,42128,200000,3067,56420,379400
36085011402,3028,51444,179200,3254,71726,228500,3450,74954,440800
36085012100,3052,63131,197707,3189,84400,228602,3065,111827,523400
36085012200,3580,53516,196600,3870,68015,246600,3813,96629,549800
36085012500,2425,41961,158800,2692,60161,177800,2939,62606,462000
36085012804,3497,42982,155281,4075,58352,190915,4259,80016,433100
36085012805,465,49328,176200,533,60321,201800,3158,67118,438100
36085012806,654,49328,176200,750,60321,201800,5955,82939,463500
36085013201,1474,44583,212800,1706,78371,253600,1558,88295,533600
36085013203,5207,52963,187400,5491,75628,231700,5433,95188,498900
36085013204,5028,52963,187400,5138,67117,232700,4843,85302,480900
36085013301,1860,17634,81700,1839,15257,0,1633,18406,0
36085013302,2196,30277,113804,2503,39841,143272,3587,62688,414100
36085013400,3528,51395,191200,3721,83837,249200,3946,84792,487600
36085013800,6498,62007,199000,6622,77542,249400,6535,111250,527700
36085014100,1730,45677,156500,2147,44000,159700,2690,79141,355100
36085014604,6401,56084,186400,6600,63965,207000,6422,97500,487800
36085014605,3357,55786,194500,3927,65241,241300,3836,105469,523100
36085014606,5247,55786,194500,6558,71123,210100,6372,94267,432900
36085014607,2800,56084,186400,3191,77746,211500,4552,97292,471500
36085014608,1838,56084,186400,2094,77746,211500,3510,110574,454800
36085014700,3352,57147,204400,3421,75320,239500,3412,120603,518000
36085015100,4795,53108,193900,5030,69154,229100,5141,109189,470800
36085015400,0,0,0,0,0,0,0,0,0
36085015601,6294,57373,181400,6437,66996,225300,6330,93322,500800
36085015602,3484,56799,203400,3519,79704,239500,3320,91212,519600
36085015603,1200,53957,179100,1371,71495,199900,4265,86600,450300
36085016901,2796,53472,189832,3071,72073,217468,2970,87159,467500
36085017005,3408,61048,197800,3966,80612,273000,4507,110865,543200
36085017007,530,56272,191900,3055,61250,150800,4968,80313,353200
36085017008,7746,56272,191900,8230,77821,223300,7388,106036,471000
36085017009,4160,58925,172300,4482,81132,286700,4299,98623,635800
36085017010,8099,58925,172300,9278,71120,170000,8583,97351,381500
36085017011,3119,61048,197800,3746,73091,233300,4549,89916,520500
36085017012,4355,61048,197800,5230,73091,233300,4279,110417,544400
36085017300,2814,37546,213700,2547,44423,264700,2523,58375,556600
36085017600,1690,64680,307100,2113,81712,393200,4815,97438,762800
36085017700,6323,70279,319664,6743,98137,385484,7001,100541,730300
36085018100,2801,62896,245509,3105,75284,326783,2974,117731,762700
36085018701,1722,51760,176353,1916,68349,197256,1807,101607,432100
36085018702,6175,56053,186700,7147,71858,210900,7485,85972,470400
36085018901,5024,54287,186900,5234,72439,204300,5333,91520,475200
36085018902,4440,63493,194000,4957,74766,225100,5064,88814,472600
36085019700,1872,56447,186300,1966,82012,208000,1867,85982,439500
36085019800,1979,64137,215427,2594,73313,281134,6300,119238,685400
36085020100,3094,53685,175800,3428,70195,185700,3572,86745,460700
36085020700,3853,35867,117000,5210,39843,141525,6399,52292,350500
36085020801,4980,55245,167000,8256,69309,176800,8977,78750,462000
36085020803,4734,58356,211600,5318,73900,274700,6463,91840,613200
36085020804,5381,58353,211560,5320,78433,278110,5323,110880,625200
36085021300,4168,45252,150610,4713,51761,156575,5376,67299,394000
36085022300,1699,49259,136038,2291,46325,137639,2880,54674,348300
36085022600,1757,48864,223700,3915,65818,249800,8490,82803,520900
36085022800,2945,48509,202254,4435,67343,221198,105,250001,586700
36085023100,2255,42250,144700,3281,51524,149800,4683,62864,342000
36085023900,2180,43503,153399,3113,54618,158138,3250,80125,386200
36085024401,866,53054,193500,1456,79827,269700,5823,116875,714300
36085024402,1476,53054,193500,2481,79827,269700,4259,83947,506400
36085024700,2028,39957,159700,2341,53242,164700,2702,64732,389500
36085024800,2913,51910,171400,3868,67536,237900,4741,100088,550100
36085025100,5300,52032,181200,5618,72849,206700,5714,88859,456300
36085027301,3311,61345,169400,3652,70804,162700,3820,96125,376200
36085027302,3926,55802,199500,3855,72054,235400,3667,92786,527900
36085027702,4642,55897,155500,5883,52216,130001,6193,69600,277100
36085027704,3545,50659,214000,3939,66632,233200,4108,90632,482900
36085027705,4224,50659,214000,4760,64375,216600,5351,87370,503600
36085027706,3486,50659,214000,3928,64375,216600,2950,74563,419400
36085027900,4582,58515,219629,5109,79149,272256,2137,105781,642500
36085029102,1086,43393,177200,1591,65357,180300,2953,87531,414300
36085029103,6066,50650,189195,6252,70482,206834,7245,83680,518600
36085029104,5926,50650,188600,6720,71509,187500,6735,82639,450400
36085030301,5020,51307,161634,5259,57223,132659,4929,71816,365600
36085030302,4884,51306,159600,6125,54559,157300,6369,81844,360300
36085031901,2812,16141,129100,3262,29310,130800,3265,34229,344400
36085031902,3177,34783,139384,4244,37340,135884,4848,55556,361200
36085032300,560,47710,157734,761,56638,121804,1250,30074,203500
36085990100,19358,53216,188665,24783,68964,234904,0,0,0
